id,equ_str,equ_prefix,sol_str,sol_prefix
22005,30*x^2 + x*y' - y = 0,add add mul -1 y mul 30 pow x 2 mul x y',3*x*(c - 10*x),mul mul 3 x add c mul -10 x
22006,-3*x^3*cos(x^3) - sin(x^3) + y' + 2 = 0,add add sub 2 sin pow x 3 mul mul -3 pow x 3 cos pow x 3 y',c + x*sin(x^3) - 2*x,add add c mul -2 x mul x sin pow x 3
22007,x*y' - y - 20 = 0,add sub -20 y mul x y',c*x + x - 20,add add -20 x mul c x
22008,8*x*e^(y) + y' = 0,add mul mul 8 x exp y y',-ln(c + 4*x^2),mul -1 log add c mul 4 pow x 2
22009,x*y' - y - 9 = 0,add sub -9 y mul x y',c*x - 9,add -9 mul c x
22010,x + y - y' + 3 = 0,add sub add 3 x y' y,-x - e^(c + x) - 4,sub sub -4 x exp add c x
22011,-x*y*e^(x)*cos(e^(x)) + x*sin(e^(x))*y' - 3*y*sin(e^(x)) = 0,add add mul mul -3 y sin exp x mul mul x y' sin exp x mul mul mul mul -1 x cos exp x exp x y,c*x^3*sin(e^(x)),mul mul c pow x 3 sin exp x
22012,2^(1/6)*y^2 + 3*y' = 0,add mul 3 y' mul pow 2 div 1 6 pow y 2,3/(c + 2^(1/6)*x),div 3 add c mul x pow 2 div 1 6
22013,x*y' + 4*y + 4 = 0,add add 4 mul 4 y mul x y',(c/x^3 - x)/x,mul pow x -1 add mul -1 x mul c pow x -3
22014,x*y' - y*ln(y) - y = 0,add add mul -1 y mul x y' mul mul -1 y log y,e^(c*x - 1),exp add -1 mul c x
22015,-4*y*cos(x) - sin(x)^2 + 4*sin(x)*y' = 0,add add mul -1 pow sin x 2 mul mul -4 cos x y mul mul 4 y' sin x,(c + x)*sin(x)/4,mul mul div 1 4 add c x sin x
22016,3^x*ln(3) + 2*y*y' = 0,add mul pow 3 x log 3 mul mul 2 y' y,sqrt(-3^x + c),sqrt sub c pow 3 x
22017,4*x*y' + 5*y - 15 = 0,add add -15 mul 5 y mul mul 4 x y',sqrt(2)*(c/sqrt(-x))^(5/2)/8 + 3,add 3 mul mul div 1 8 sqrt 2 pow mul c pow mul -1 x div -1 2 div 5 2
22018,35*x^2 - 2*x*y' + 2*y = 0,add add mul 2 y mul 35 pow x 2 mul mul -2 x y',-5*x*(c - 7*x/2),mul mul -5 x add c mul div -7 2 x
22019,x*ln(-x + y - 5*cos(1) - 1) + x*y' - x*ln(5) - x - y*ln(-x + y - 5*cos(1) - 1) + y*ln(5) + ln(-x + y - 5*cos(1) - 1) + 5*ln(-x + y - 5*cos(1) - 1)*cos(1) - 5*ln(5)*cos(1) - ln(5) = 0,add add add add add add add add sub mul -1 x log 5 mul x y' mul x log add add sub -1 x mul -5 cos 1 y mul y log 5 mul mul -1 x log 5 mul mul -1 y log add add sub -1 x mul -5 cos 1 y mul mul -5 cos 1 log 5 mul mul 5 cos 1 log add add sub -1 x mul -5 cos 1 y log add add sub -1 x mul -5 cos 1 y,x + 5*e^(c*x) + 1 + 5*cos(1),add add add 1 x mul 5 cos 1 mul 5 exp mul c x
22020,x*y' + 16*x - 3*y + 6 = 0,add add add 6 mul -3 y mul 16 x mul x y',-x*(x*(c*x + x) - 8) + 2,add 2 mul mul -1 x add -8 mul x add x mul c x
22021,3*x*y' - 5*x - 6*y = 0,add add mul -6 y mul -5 x mul mul 3 x y',-4*x*(c*x + 2)/3 + x,add x mul mul div -4 3 x add 2 mul c x
22022,x^2*ln(5) + x*y*ln(5) - x*y' + 3*x*ln(5) + y + 3 = 0,add add add add add 3 mul pow x 2 log 5 mul mul -1 x y' mul mul 3 x log 5 mul mul x y log 5 y,5^x*c*x - x - 3,add sub -3 x mul mul c x pow 5 x
22023,(y' - 1)*e^(-x + y) - 10 = 0,add -10 mul add -1 y' exp add mul -1 x y,x + ln(c + 10*x),add x log add c mul 10 x
22024,x - y + y' - 2 = 0,add sub add -2 x y y',x + e^(c + x) - 1,add add -1 x exp add c x
22025,x*y' + y + sin(ln(2)) = 0,add add mul x y' y sin log 2,c/x - sin(ln(2)),add mul -1 sin log 2 div c x
22026,-10*3^x*ln(3) + y' + 4 = 0,add add 4 mul mul -10 pow 3 x log 3 y',10*3^x + c - 4*x,add add c mul -4 x mul 10 pow 3 x
22027,x*y' - y*ln(-y) - 3*y*ln(2) = 0,add add mul x y' mul mul -1 y log mul -1 y mul mul -3 y log 2,-3^(c*x)/8,mul div -1 8 pow 3 mul c x
22028,-2*x + 2*ln(x) + y' + 2 = 0,add add add 2 mul -2 x mul 2 log x y',c + x^2 - 2*x*ln(x),add add c pow x 2 mul mul -2 x log x
22029,x - y + 4*y' - 4 = 0,add sub add -4 x y mul 4 y',x + e^(c + x/4),add x exp add c mul div 1 4 x
22030,2*x^2 - x*y' + y + 3 = 0,add add add 3 mul 2 pow x 2 mul mul -1 x y' y,c*x + 2*x^2 + x - 3,add add add -3 x mul 2 pow x 2 mul c x
22031,x*y' - x - 2*y - 8 = 0,add add sub -8 x mul -2 y mul x y',x*(c*x - 1 - 4/x),mul x add add -1 div -4 x mul c x
22032,4*x*y' + 5*x - 12*y = 0,add add mul -12 y mul 5 x mul mul 4 x y',-x*(c*x^2 - 5)/8,mul mul div -1 8 x add -5 mul c pow x 2
22033,-2*y + 5*y' = 0,add mul -2 y mul 5 y',e^(c + 2*x/5),exp add c mul div 2 5 x
22034,x*y*sin(x + 3) + x*cos(x + 3)*y' - y*cos(x + 3) = 0,add add mul mul -1 cos add 3 x y mul mul x y' cos add 3 x mul mul x y sin add 3 x,c*x*cos(x + 3),mul mul c x cos add 3 x
22035,10*x^2*y' - 3 = 0,add -3 mul mul 10 pow x 2 y',c - 3/(10*x),add c div div -3 10 x
22036,x*y' + 24*y + 72 = 0,add add 72 mul 24 y mul x y',c/x^24 - 3,add -3 mul c pow x -24
22037,y' - 3*sin(3) = 0,add mul -3 sin 3 y',(c + 3*x)*sin(3),mul add c mul 3 x sin 3
22038,3*x*y' + 10*y = 0,add mul 10 y mul mul 3 x y',(c/x)^(10/3),pow div c x div 10 3
22039,2*x*y' - y + 2 = 0,add sub 2 y mul mul 2 x y',2 - sqrt(c*x),sub 2 sqrt mul c x
22040,-6*x + y' - 9 = 0,add add -9 mul -6 x y',c + 3*x^2 + 9*x,add add c mul 3 pow x 2 mul 9 x
22041,x*cos(x - 1) + x*y' + y + sin(x - 1) = 0,add add add mul x y' mul x cos add -1 x y sin add -1 x,c/x - sin(x - 1),add mul -1 sin add -1 x div c x
22042,x*y' + y + 2*y' = 0,add add mul 2 y' mul x y' y,c/(-12*x - 24),div c add -24 mul -12 x
22043,2*x + 5*y' - 5 = 0,add add -5 mul 2 x mul 5 y',c + x*(5 - x)/5,add c mul mul div 1 5 x sub 5 x
22044,2*x^2*y + 6*x^2 - x*y' + y + 3 = 0,add add add add 3 mul 6 pow x 2 mul mul -1 x y' mul mul 2 pow x 2 y y,c*x*e^(x^2) - 3,add -3 mul mul c x exp pow x 2
22045,5 + e^(-16)*e^(-y/5)*y' = 0,add 5 mul mul y' exp -16 exp mul div -1 5 y,-5*ln(c + x) - 80,add -80 mul -5 log add c x
22046,(y' - 1)*e^(-x + y) + 18 = 0,add 18 mul add -1 y' exp add mul -1 x y,x + ln(c - 18*x),add x log add c mul -18 x
22047,x*ln(x^4)*y' - 4*y + 8 = 0,add add 8 mul -4 y mul mul x y' log pow x 4,c*ln(x^4) + 2,add 2 mul c log pow x 4
22048,2*x - cos(x) + y' + 1 = 0,add add sub 1 cos x mul 2 x y',c - x^2 - x + sin(x),add sub sub c x pow x 2 sin x
22049,-4*x + y' - 5 = 0,add add -5 mul -4 x y',c + x^2 + x*(x + 5),add add c pow x 2 mul x add 5 x
22050,96*x^5 + y*y' - 4*y' = 0,add add mul -4 y' mul 96 pow x 5 mul y' y,sqrt(c - 32*x^6) + 4,add 4 sqrt add c mul -32 pow x 6
22051,-y*ln(2) + y' = 0,add mul mul -1 y log 2 y',-2^(c + x)/2,mul div -1 2 pow 2 add c x
22052,x*y*sin(x - 68) + x*cos(x - 68)*y' - y*cos(x - 68) = 0,add add mul mul -1 cos add -68 x y mul mul x y' cos add -68 x mul mul x y sin add -68 x,c*x*cos(x - 68),mul mul c x cos add -68 x
22053,x*y' + y*ln(y) - 4*y*ln(3) = 0,add add mul x y' mul y log y mul mul -4 y log 3,3^((c + 4*x)/x),pow 3 mul pow x -1 add c mul 4 x
22054,x*y' + 3*y - 3 = 0,add add -3 mul 3 y mul x y',(x + (c*x - x)^(-2))/x,mul pow x -1 add x pow add mul -1 x mul c x -2
22055,-5*y*cos(x) + 5*sin(x)*y' - cos(x) = 0,add add mul -1 cos x mul mul -5 cos x y mul mul 5 y' sin x,c*sin(x) - 1/5,add div -1 5 mul c sin x
22056,-y^2 + 2*y' = 0,add mul -1 pow y 2 mul 2 y',2*x/(-x*(c + x) + x),div mul 2 x add x mul mul -1 x add c x
22057,-4*x^2/(x + 1)^2 + x*y'/(x + 1) + 8*x/(x + 1) - x*y/(x + 1)^2 + y/(x + 1) + y'/(x + 1) - y/(x + 1)^2 + 4/(x + 1)^2 = 0,add add add add add add add mul 4 pow add 1 x -2 mul pow add 1 x -1 y' mul pow add 1 x -1 y mul mul -1 pow add 1 x -2 y mul mul -4 pow x 2 pow add 1 x -2 div mul 8 x add 1 x mul div x add 1 x y' mul mul mul -1 x pow add 1 x -2 y,c - 4*x - 4*(x + 1)/(-x - 1),add add c mul -4 x mul div -4 sub -1 x add 1 x
22058,2*x*y - 7*y' = 0,add mul -7 y' mul mul 2 x y,c*e^(x^2/7),mul c exp mul div 1 7 pow x 2
22059,x*y' - y + 18 = 0,add sub 18 y mul x y',x*(c + 18/x),mul x add c div 18 x
22060,x*y' - y + 3 = 0,add sub 3 y mul x y',c*x + x/15 + 3,add add 3 mul div 1 15 x mul c x
22061,32*x^4*y*y' + 3 = 0,add 3 mul mul mul 32 pow x 4 y' y,sqrt(c + 1/(16*x^3)),sqrt add c mul div 1 16 pow x -3
22062,x*y' - x - 2*y = 0,add add mul -1 x mul -2 y mul x y',x*(c*x - 4) + 3*x,add mul 3 x mul x add -4 mul c x
22063,-2*x*y*ln(3) + x*y' - y = 0,add add mul -1 y mul x y' mul mul mul -2 x y log 3,9^(c + x)*x,mul x pow 9 add c x
22064,24*x*y' - 24*y + e^(2) = 0,add add mul -24 y mul mul 24 x y' exp 2,c*x + e^(2)/24,add mul div 1 24 exp 2 mul c x
22065,5*x*y' - 5*y - 2 = 0,add add -2 mul -5 y mul mul 5 x y',-x*(c + 2/x)/5,mul mul div -1 5 x add c div 2 x
22066,y' - 9 - (-3)^(4*e^(5)) = 0,add sub -9 pow -3 mul 4 exp 5 y',c - x*(-9 - (-3)^(4*e^(5))),add c mul mul -1 x sub -9 pow -3 mul 4 exp 5
22067,2*x*y' + 8*y - 5*y' = 0,add add mul -5 y' mul 8 y mul mul 2 x y',c/(2*x - 5)^4,mul c pow add -5 mul 2 x -4
22068,x*y' + y - 6*y' = 0,add add mul -6 y' mul x y' y,c/(30 - 5*x),div c add 30 mul -5 x
22069,(e^(y)*y' - 1)*e^(-x + e^(y) - 4) - 1 = 0,add -1 mul add -1 mul y' exp y exp add sub -4 x exp y,ln(x + ln(c + x) + 4),log add add 4 x log add c x
22070,x^2*sin(1/5) - x*y' + y + 1 = 0,add add add 1 mul pow x 2 sin div 1 5 mul mul -1 x y' y,c*x + x^2*sin(1/5) - x - 1,add add sub -1 x mul c x mul pow x 2 sin div 1 5
22071,6*y + y' = 0,add mul 6 y y',e^(c - 6*x),exp add c mul -6 x
22072,2*x*y' + 2*y + y' = 0,add add mul 2 y mul mul 2 x y' y',c*x/(2*x^2 + x),div mul c x add x mul 2 pow x 2
22073,-x*(-4/x)^x*(ln(-4/x) - 1) - (-4/x)^x + y' - 1 = 0,add add sub -1 pow div -4 x x mul mul mul -1 x pow div -4 x x add -1 log div -4 x y',c + x*(-4/x)^x + x,add add c x mul x pow div -4 x x
22074,2*x^3 - x*y' + 2*y + 2 = 0,add add add 2 mul 2 pow x 3 mul 2 y mul mul -1 x y',x^2*(c + 2*x) - 1,add -1 mul pow x 2 add c mul 2 x
22075,-15*x^14 + y' + 1 = 0,add add 1 mul -15 pow x 14 y',c + x^15 - x,sub add c pow x 15 x
22076,y*ln(5) + 2*y' = 0,add mul 2 y' mul y log 5,-5^(c - x/2)/2,mul div -1 2 pow 5 add c mul div -1 2 x
22077,e^(x + 5) + y' - 2 = 0,add add -2 y' exp add 5 x,c + 2*x - e^(x + 5),add sub c exp add 5 x mul 2 x
22078,x*e^(3)*y' + y*e^(3) + y' = 0,add add mul exp 3 y mul mul x y' exp 3 y',c/(x + e^(-3)),div c add x exp -3
22079,x^2*y' - 2 = 0,add -2 mul pow x 2 y',2*(c*x - 3)/(3*x),mul div div 2 3 x add -3 mul c x
22080,27*x^2 - 9*y' - 4 = 0,add add -4 mul -9 y' mul 27 pow x 2,c + x^3 - 4*x/9,add add c pow x 3 mul div -4 9 x
22081,x^3*y' + 3*x^2*y + y' = 0,add add mul pow x 3 y' mul mul 3 pow x 2 y y',c/(-x^3/2 - 1/2),div c add div -1 2 mul div -1 2 pow x 3
22082,27*x*y' - 27*y + y' = 0,add add mul -27 y mul mul 27 x y' y',c*(x + 1/27),mul c add div 1 27 x
22083,4*x + y*y' + 2 = 0,add add 2 mul 4 x mul y' y,-2*sqrt(c - x*(x + 2) + x),mul -2 sqrt add add c x mul mul -1 x add 2 x
22084,5*x + 3*y' - 3 = 0,add add -3 mul 3 y' mul 5 x,c - 5*x^2/6 + x,add add c x mul div -5 6 pow x 2
22085,2*x - 9*y' + 18 = 0,add add 18 mul -9 y' mul 2 x,c + (x/3 + 3)^2,add c pow add 3 mul div 1 3 x 2
22086,-3^x*ln(3) + (y' - 1)*e^(-x + y) = 0,add mul add -1 y' exp add mul -1 x y mul mul -1 pow 3 x log 3,x + ln(3^x + c),add x log add c pow 3 x
22087,-2*x + x^x*(ln(x) + 1) - y' = 0,add add mul -1 y' mul -2 x mul pow x x add 1 log x,-x*(c/x + x) + x^x,add pow x x mul mul -1 x add x div c x
22088,3*x*y' + 3*y - 7*y' = 0,add add mul -7 y' mul 3 y mul mul 3 x y',c/(2*x - 14/3),div c add div -14 3 mul 2 x
22089,y*ln(3) + y' + ln(3) = 0,add add mul y log 3 y' log 3,-1 + c/3^x,add -1 mul c pow 3 mul -1 x
22090,x*y' - x - y - 3 = 0,add sub sub -3 x y mul x y',c*x + x*(ln(x) - 3/x),add mul c x mul x add div -3 x log x
22091,x^2*y' - 16 = 0,add -16 mul pow x 2 y',(c*x + 4*x - 16)/x,mul pow x -1 add add -16 mul 4 x mul c x
22092,x*y' - y = 0,add mul -1 y mul x y',c*x - x/7,add mul div -1 7 x mul c x
22093,x*ln(3) - y*ln(3) + y' - 1 = 0,add add add -1 mul x log 3 mul mul -1 y log 3 y',-20*3^(c + x) + x,add x mul -20 pow 3 add c x
22094,-y*ln(3) + 4*y' = 0,add mul 4 y' mul mul -1 y log 3,3^(c + x/4),pow 3 add c mul div 1 4 x
22095,8*x^2 - 8*x*y' + 8*y - ln(5) + 4 = 0,add add add sub 4 log 5 mul 8 pow x 2 mul 8 y mul mul -8 x y',c*x + x^2 - 1/2 + ln(5)/8,add add add div -1 2 pow x 2 mul div 1 8 log 5 mul c x
22096,x*y' + 2*x - 3*y - 9 = 0,add add add -9 mul -3 y mul 2 x mul x y',c*x^3 + x - 3,add add -3 x mul c pow x 3
22097,2*x^3 - x^2 + x*y' - y + 1 = 0,add add sub sub 1 pow x 2 y mul 2 pow x 3 mul x y',x*(c + x*(1 - x)) + x + 1,add add 1 x mul x add c mul x sub 1 x
22098,x*y' + 30*x - 3*y = 0,add add mul -3 y mul 30 x mul x y',-x*(c*x^2 - 15),mul mul -1 x add -15 mul c pow x 2
22099,x*y' - 20*x - 11*y = 0,add add mul -20 x mul -11 y mul x y',x*(c*x^10 - 2),mul x add -2 mul c pow x 10
22100,x*y' + y*ln(y + 4) - 2*y*ln(20) + 4*ln(y + 4) - 8*ln(20) = 0,add add add add mul -8 log 20 mul 4 log add 4 y mul x y' mul y log add 4 y mul mul -2 y log 20,25*2^(c/x + 4) - 4,add -4 mul 25 pow 2 add 4 div c x
22101,cos(2)*y' - 4 = 0,add -4 mul y' cos 2,c + 4*x/cos(2),add c div mul 4 x cos 2
22102,x*y' - 1 = 0,add -1 mul x y',-ln(c/x) - 5,sub -5 log div c x
22103,6*x*e^(3)*y' - 6*y*e^(3) + y' + 5*e^(3)*y' + 6*e^(3) = 0,add add add add mul 6 exp 3 mul mul -6 exp 3 y mul mul 5 y' exp 3 mul mul mul 6 x y' exp 3 y',c*(6*x + e^(-3) + 5) + 1,add 1 mul c add add 5 mul 6 x exp -3
22104,x^2 - x*y' + y + 3 = 0,add add add 3 pow x 2 mul mul -1 x y' y,x*(c + x) + x/4 - 3,add add -3 mul div 1 4 x mul x add c x
22105,x*y' - 2*y = 0,add mul -2 y mul x y',-2*x*(c*x + 2*x),mul mul -2 x add mul 2 x mul c x
22106,x*y' + 3*y + 3*sin(3) + 6 = 0,add add add 6 mul 3 y mul 3 sin 3 mul x y',c/x^3 - 2 - sin(3),add sub -2 sin 3 mul c pow x -3
22107,3*y + y' = 0,add mul 3 y y',e^(c - 3*x)/4,mul div 1 4 exp add c mul -3 x
22108,-y^2*e^(3) + 5*y' = 0,add mul 5 y' mul mul -1 pow y 2 exp 3,-5/(c + x*e^(3)),div -5 add c mul x exp 3
22109,4*x^2 - x*y' + y + 16 = 0,add add add 16 mul 4 pow x 2 mul mul -1 x y' y,c*x + 4*x*(x + 4) - 4*x - 16,add add add -16 mul -4 x mul c x mul mul 4 x add 4 x
22110,-15*x^4 + y' + 3 = 0,add add 3 mul -15 pow x 4 y',c + 3*x^5 - 3*x,add add c mul -3 x mul 3 pow x 5
22111,2*x^2 + 3*x*y' - 3*y + 15 = 0,add add add 15 mul -3 y mul 2 pow x 2 mul mul 3 x y',-2*x*(c + x)/3 + x + 5,add add 5 x mul mul div -2 3 x add c x
22112,x*y' + 15*x - 2*y + 8 = 0,add add add 8 mul -2 y mul 15 x mul x y',x*(c*x + 15) + 4,add 4 mul x add 15 mul c x
22113,x*y' + 2*y = 0,add mul 2 y mul x y',6/(x*(c*x + x)),div div 6 x add x mul c x
22114,36*x - 9*y' + 28 = 0,add add 28 mul -9 y' mul 36 x,c - x*(-2*x - 3) + x/9,add add c mul div 1 9 x mul mul -1 x add -3 mul -2 x
22115,5*3^(x^5)*x^6*ln(3) - x*y' + y = 0,add add mul mul -1 x y' mul mul mul 5 pow 3 pow x 5 pow x 6 log 3 y,x*(3^(x^5) + c),mul x add c pow 3 pow x 5
22116,2*x*y*y' - y^2 + 3 = 0,add sub 3 pow y 2 mul mul mul 2 x y' y,sqrt(x*(c + (3 - x)/x)),sqrt mul x add c mul pow x -1 sub 3 x
22117,3*y' + 16 = 0,add 16 mul 3 y',c - 16*x/3,add c mul div -16 3 x
22118,(y' + 1)*e^(x + y - 1) - 1 = 0,add -1 mul add 1 y' exp add add -1 x y,-x + ln(c + x) + 1,add sub 1 x log add c x
22119,x*y' - 6*x - 3*y + 45 = 0,add add add 45 mul -6 x mul -3 y mul x y',c*x^3 - 3*x + 15,add add 15 mul -3 x mul c pow x 3
22120,5*x^4 + y' - 1 = 0,add add -1 mul 5 pow x 4 y',c - x^5 + x,sub add c x pow x 5
22121,-5*sin(x) + cos(x)^6*y' = 0,add mul -5 sin x mul pow cos x 6 y',c + cos(x)^(-5),add c pow cos x -5
22122,3*y*sin(x) + cos(x/3)*cos(x)^2 + 3*cos(x)*y' = 0,add add mul pow cos x 2 cos mul div 1 3 x mul mul 3 y' cos x mul mul 3 y sin x,(c - sin(x/3))*cos(x),mul sub c sin mul div 1 3 x cos x
22123,x*y' + y - (-e^(1/4) - 1)^2 = 0,add add mul -1 pow sub -1 exp div 1 4 2 mul x y' y,c/x + (-e^(1/4) - 1)^2,add pow sub -1 exp div 1 4 2 div c x
22124,x^2*cos(4 - 81/x)*y' + 81*y*sin(4 - 81/x) - 81*sin(4 - 81/x) = 0,add add mul -81 sin add 4 div -81 x mul mul 81 y sin add 4 div -81 x mul mul pow x 2 y' cos add 4 div -81 x,c*cos(4 - 81/x) + 1,add 1 mul c cos add 4 div -81 x
22125,5*x*y' - 5*y + 21 = 0,add add 21 mul -5 y mul mul 5 x y',c*x + 21/5,add div 21 5 mul c x
22126,x*y' - y - e^(3) - 5 = 0,add sub sub -5 exp 3 y mul x y',c*x - e^(3) - 5,add sub -5 exp 3 mul c x
22127,x*y^2 - y' = 0,add mul -1 y' mul x pow y 2,8/(c - 4*x^2),div 8 add c mul -4 pow x 2
22128,x^2*y' - y*ln(5) = 0,add mul pow x 2 y' mul mul -1 y log 5,c/5^(1/x),mul c pow 5 div -1 x
22129,5*x*y' + 5*y - 1 = 0,add add -1 mul 5 y mul mul 5 x y',(c + x/5)/x,mul pow x -1 add c mul div 1 5 x
22130,x*y' - 4*x - 2*y = 0,add add mul -4 x mul -2 y mul x y',-x*(c*x + 4),mul mul -1 x add 4 mul c x
22131,x^5 - x*y' + y = 0,add add pow x 5 mul mul -1 x y' y,c*x + x^5/4,add mul div 1 4 pow x 5 mul c x
22132,-x*y*ln(10) + x*y' - 5*x*ln(10) - y - 5 = 0,add add add sub -5 y mul x y' mul mul -5 x log 10 mul mul mul -1 x y log 10,10^x*c*x - 5,add -5 mul mul c x pow 10 x
22133,-3*e^(3*x)*sin(e^(3*x)) + y' = 0,add mul mul -3 exp mul 3 x sin exp mul 3 x y',c - cos(e^(3*x)),sub c cos exp mul 3 x
22134,2*x*y' + 10*y + sin(25)*y' = 0,add add mul 10 y mul y' sin 25 mul mul 2 x y',c/(-2*x - sin(25))^5,mul c pow add mul -1 sin 25 mul -2 x -5
22135,x*y' - 4*y = 0,add mul -4 y mul x y',5*x*(c*x + x)^3,mul mul 5 x pow add x mul c x 3
22136,5*sqrt(y + 16)*y*y' + 80*sqrt(y + 16)*y' - 4 = 0,add add -4 mul mul 80 sqrt add 16 y y' mul mul mul 5 sqrt add 16 y y' y,(c + 2*x)^(2/5) - 16,add -16 pow add c mul 2 x div 2 5
22137,4*x*y' + 4*y + y' = 0,add add mul 4 y mul mul 4 x y' y',c/(12*x + 3),div c add 3 mul 12 x
22138,-4*x^3 + (x + y)*(2*y' + 2) - 1 = 0,add add -1 mul -4 pow x 3 mul add 2 mul 2 y' add x y,-x + sqrt(c + x^4 + x),sub sqrt add add c x pow x 4 x
22139,3*x*y' - 3*y - 40 = 0,add add -40 mul -3 y mul mul 3 x y',c*x + 8*x/3 - 40/3,add add div -40 3 mul div 8 3 x mul c x
22140,-y*ln(5) + y' = 0,add mul mul -1 y log 5 y',4*5^(c + x),mul 4 pow 5 add c x
22141,-4*x - 3*(3 - x)^2 + y' - 5 = 0,add add add -5 mul -4 x mul -3 pow sub 3 x 2 y',c + x*(2*x + 4) + x - (3 - x)^3,add sub add c x pow sub 3 x 3 mul x add 4 mul 2 x
22142,4*x^2 + 3*x*y' - 3*y = 0,add add mul -3 y mul 4 pow x 2 mul mul 3 x y',x*(c - 4*x/3),mul x add c mul div -4 3 x
22143,-5*x^6*cos(x^5) - 2*x*sin(x^5) + x*y' + 2*x + y - 14 = 0,add add add add add -14 mul 2 x mul x y' mul mul -5 pow x 6 cos pow x 5 mul mul -2 x sin pow x 5 y,c/x + x*sin(x^5) - x + 14,add add sub 14 x div c x mul x sin pow x 5
22144,2^x*ln(2) + sin(x) + y' + 4 = 0,add add add 4 mul pow 2 x log 2 y' sin x,-2^x + c - 4*x + cos(x),add add sub c pow 2 x mul -4 x cos x
22145,x*e^(20)*y' - y*e^(20) + 1 + 3*e^(20) = 0,add add add 1 mul 3 exp 20 mul mul -1 exp 20 y mul mul x y' exp 20,c*x + x + e^(-20) + 3,add add add 3 x mul c x exp -20
22146,9*x^2 + x*y' - y = 0,add add mul -1 y mul 9 pow x 2 mul x y',9*x*(c - x),mul mul 9 x sub c x
22147,x - y + y' - 1 = 0,add sub add -1 x y y',x - 3*e^(c + x),add x mul -3 exp add c x
22148,x*y' - 2*y - 8*sin(5) = 0,add add mul -8 sin 5 mul -2 y mul x y',-(c*x^2 + 4)*sin(5),mul mul -1 add 4 mul c pow x 2 sin 5
22149,x*y' - y*sin(4) - 3*sin(4) = 0,add add mul -3 sin 4 mul x y' mul mul -1 y sin 4,(c*x)^sin(4) - 3,add -3 pow mul c x sin 4
22150,2*y^2 + sqrt(3)*y' = 0,add mul 2 pow y 2 mul sqrt 3 y',sqrt(3)/(c + 2*x),div sqrt 3 add c mul 2 x
22151,x*y' + 2*y*ln(-y - 12) - 2*y*ln(5) + 24*ln(-y - 12) - 24*ln(5) = 0,add add add add mul -24 log 5 mul 24 log sub -12 y mul x y' mul mul -2 y log 5 mul mul 2 y log sub -12 y,-5*e^(c/x^2) - 12,add -12 mul -5 exp mul c pow x -2
22152,-3*y^2 + 5*y' = 0,add mul -3 pow y 2 mul 5 y',5/(c - 3*x),div 5 add c mul -3 x
22153,24*x^2*y' + 23 = 0,add 23 mul mul 24 pow x 2 y',c + 23/(24*x),add c div div 23 24 x
22154,-2*x + y' + 5 = 0,add add 5 mul -2 x y',c + x^2 - 5*x,add add c pow x 2 mul -5 x
22155,5*x*y' + 5*y + 16 = 0,add add 16 mul 5 y mul mul 5 x y',(c - 16*x)/(5*x),mul div div 1 5 x add c mul -16 x
22156,y*ln(3)*ln(y) + y' = 0,add mul mul y log 3 log y y',e^(3^(c - x)),exp pow 3 sub c x
22157,x*y' + 4*x - 2*y = 0,add add mul -2 y mul 4 x mul x y',4*x*(c*x + 1),mul mul 4 x add 1 mul c x
22158,7*y' - 20 = 0,add -20 mul 7 y',c + 20*x/7,add c mul div 20 7 x
22159,2*x*y*y' - x - 2*y^2 + 10 = 0,add add sub 10 x mul -2 pow y 2 mul mul mul 2 x y' y,sqrt(c*x^2 - x + 5),sqrt add sub 5 x mul c pow x 2
22160,5*x*y' - 4 = 0,add -4 mul mul 5 x y',4*ln(c*x)/5 - 2/5,add div -2 5 mul div 4 5 log mul c x
22161,3*x*y' - 50*x - 6*y = 0,add add mul -50 x mul -6 y mul mul 3 x y',-25*x*(c*x + 2)/3,mul mul div -25 3 x add 2 mul c x
22162,5*x^(4*x)*y' - 4*ln(x) - 4 = 0,add add -4 mul -4 log x mul mul 5 pow x mul 4 x y',c - 1/(5*x^(4*x)),add c mul div -1 5 pow x mul -4 x
22163,x*y' + y + 60 = 0,add add 60 mul x y' y,(c - 60*x)/x,mul pow x -1 add c mul -60 x
22164,4*x*y' - 4*y*ln(-4*y - 1) - ln(-4*y - 1) = 0,add add mul -1 log add -1 mul -4 y mul mul -4 y log add -1 mul -4 y mul mul 4 x y',-2^(c*x)/4 - 1/4,add div -1 4 mul div -1 4 pow 2 mul c x
22165,5*y^4*y' - 1 = 0,add -1 mul mul 5 pow y 4 y',(c + x)^(1/5),pow add c x div 1 5
22166,-y*sin(x) + ln(cos(x))*cos(x)*y' = 0,add mul mul -1 y sin x mul mul y' cos x log cos x,c/ln(cos(x)),div c log cos x
22167,x*y' - 5*y + 5 = 0,add add 5 mul -5 y mul x y',x^5*(c + x^(-5)),mul pow x 5 add c pow x -5
22168,x*ln(2) - y*ln(2) + y' - 1 + ln(2) = 0,add add add add -1 mul x log 2 mul mul -1 y log 2 y' log 2,-2^(c + x)/4 + x + 1,add add 1 x mul div -1 4 pow 2 add c x
22169,-5*x*y + x*y' - y = 0,add add mul -1 y mul x y' mul mul -5 x y,c*x*e^(5*x - 20),mul mul c x exp add -20 mul 5 x
